date,hour,aircraft,latitude,longitude,PBL_height
2016-07-18,16.767,C130,38.37,-75.32,300
2016-07-18,17.087,B200,37.12,-76.49,894
2016-07-18,17.217,C130,39.06,-74.82,550
2016-07-18,17.397,C130,39.15,-74.9,522
2016-07-18,18.702,C130,41.86,-80.87,576
2016-07-18,18.847,C130,41.82,-80.79,757
2016-07-18,19.067,B200,41.8,-80.84,885
2016-07-18,19.167,C130,41.44,-79.96,-9999
2016-07-18,20.232,C130,39.02,-74.57,445
2016-07-18,20.667,C130,38.49,-73.49,520
2016-07-18,20.957,B200,38.9,-75.01,652
2016-07-18,21.242,C130,38.09,-75.35,200
2016-07-18,21.532,B200,37.25,-76.22,680
2016-07-19,13.112,C130,37.82,-75.66,350
2016-07-19,15.317,C130,38.44,-73.54,808
2016-07-19,16.567,C130,40.76,-78.35,2257
2016-07-19,17.512,C130,37.97,-77.53,1051
2016-07-19,17.877,C130,38.32,-78.05,990
2016-07-19,18.487,C130,37.77,-75.72,240
2016-07-21,16.107,C130,37.84,-75.72,270
2016-07-21,16.562,C130,37.67,-78.13,1066
2016-07-21,18.912,C130,39.28,-78.14,1112
2016-07-21,19.287,B200,37.04,-76.52,460
2016-07-21,19.747,B200,37.57,-78.28,1080
2016-07-21,19.757,C130,39.25,-80.94,1960
2016-07-21,20.192,C130,39.24,-80.82,1470
2016-07-21,20.377,C130,39.16,-80.72,1866
2016-07-21,20.442,B200,37.96,-80.6,2446
2016-07-21,20.567,B200,38.39,-80.6,1845
2016-07-21,21.287,C130,37.74,-75.76,-9999
2016-07-21,21.337,C130,37.84,-75.63,-9999
2016-07-21,21.507,B200,37.66,-78.49,1945
2016-07-21,21.927,B200,37.09,-76.69,407
2016-07-22,15.262,B200,37.06,-76.59,470
2016-07-22,15.417,B200,37.23,-77.12,612
2016-07-22,15.837,B200,37.66,-78.62,650
2016-07-22,16.002,B200,37.64,-79.15,1665
2016-07-22,16.082,C130,38.08,-75.48,160
2016-07-22,16.627,C130,40.2,-76.24,1128
2016-07-22,16.822,B200,39.71,-79.13,1585
2016-07-22,17.282,B200,39.72,-77.6,-9999
2016-07-22,17.447,C130,38,-77.21,1445
2016-07-22,17.992,C130,39.88,-78.17,880
2016-07-22,18.822,C130,37.73,-78.71,1567
2016-07-22,19.577,C130,38.83,-78.92,1190
2016-07-22,19.897,C130,37.64,-78.52,1896
2016-07-22,20.377,C130,37.77,-75.78,590
2016-07-22,21.137,B200,39.83,-77.85,1160
2016-07-22,21.327,B200,39.81,-78.42,1020
2016-07-22,22.092,B200,37.59,-78.1,1066
2016-07-22,22.217,B200,37.41,-77.62,1112
2016-07-22,22.412,B200,37.14,-76.89,1005
2016-07-22,22.512,B200,37.04,-76.54,990
2016-07-25,15.057,C130,37.84,-75.64,450
2016-07-25,15.182,B200,37.05,-76.61,370
2016-07-25,15.302,C130,37.68,-76.73,833
2016-07-25,15.577,C130,38.09,-77.82,750
2016-07-25,15.972,C130,39.03,-79.25,-9999
2016-07-25,16.267,C130,39.74,-80.51,-9999
2016-07-25,16.977,B200,40.39,-81.88,1118
2016-07-25,17.372,C130,41.82,-85.06,1225
2016-07-25,17.652,C130,41.58,-84.31,1253
2016-07-25,18.162,C130,40.27,-81.54,-9999
2016-07-25,18.362,C130,39.82,-80.68,2289
2016-07-25,18.627,C130,39.16,-79.44,2430
2016-07-25,18.877,B200,37.42,-76.23,960
2016-07-25,18.982,B200,37.16,-76.23,925
2016-07-25,19.407,C130,37.85,-75.62,155
2016-07-26,14.597,C130,38.33,-75.5,220
2016-07-26,15.037,B200,37.04,-76.54,627
2016-07-26,15.182,B200,36.96,-77.07,520
2016-07-26,15.642,C130,40.76,-78.38,-9999
2016-07-26,16.562,C130,36.82,-77.48,-9999
2016-07-26,16.687,B200,40.91,-78.45,-9999
2016-07-26,16.777,C130,37.44,-77.64,-9999
2016-07-26,16.837,B200,41.01,-77.97,1843
2016-07-26,17.047,B200,41.11,-77.09,-9999
2016-07-26,17.592,C130,40.97,-78.51,1802
2016-07-26,17.817,C130,40.93,-78.48,1818
2016-07-26,18.302,B200,41.23,-76.96,-9999
2016-07-26,18.337,C130,40.89,-76.43,-9999
2016-07-26,18.832,C130,38.44,-75.52,460
2016-07-26,19.922,B200,37.08,-76.4,-9999
2016-07-27,16.677,B200,37.47,-76.8,740
2016-07-27,16.867,C130,38.7,-75.58,300
2016-07-27,17.342,B200,39.39,-77.72,1112
2016-07-27,18.042,B200,40.77,-77.94,2070
2016-07-27,18.237,B200,40.75,-77.99,2080
2016-07-27,18.557,C130,40.79,-77.99,2289
2016-07-27,18.787,C130,40.76,-78.01,2240
2016-07-27,19.012,C130,40.87,-78.07,-9999
2016-07-27,19.277,B200,43.34,-78.82,1480
2016-07-27,19.357,C130,40.65,-77.99,-9999
2016-07-27,19.602,B200,42.18,-78.44,2160
2016-07-27,19.787,B200,41.56,-78.24,2336
2016-07-27,20.102,C130,42.81,-78.65,-9999
2016-07-27,20.417,B200,39.63,-77.63,1680
2016-07-27,21.147,C130,38.48,-75.74,830
2016-07-27,21.342,B200,39.39,-77.82,800
2016-07-27,22.037,B200,37.14,-76.63,850
2016-08-03,14.467,B200,40.84,-97.05,752
2016-08-03,16.087,C130,40.8,-96.99,785
2016-08-03,16.537,C130,41.1,-99.68,-9999
2016-08-03,17.017,C130,41.32,-102.72,-9999
2016-08-03,17.237,B200,45.87,-105.85,2210
2016-08-03,17.932,C130,44.66,-105.64,-9999
2016-08-03,18.017,C130,45.09,-105.69,-9999
2016-08-03,18.387,C130,46.39,-105.96,-9999
2016-08-03,18.582,B200,42.96,-106.36,-9999
2016-08-03,19.567,C130,41.72,-104.15,1645
2016-08-03,19.782,C130,41.34,-103.13,-9999
2016-08-03,20.627,C130,40.95,-97.46,1630
2016-08-03,20.662,B200,41.37,-103.64,2508
2016-08-03,20.792,B200,41.34,-103.03,2885
2016-08-03,22.212,B200,40.88,-96.84,-9999
2016-08-04,16.292,C130,40.33,-95.74,878
2016-08-04,16.432,B200,40.75,-96.62,908
2016-08-04,16.992,C130,39.1,-93.18,650
2016-08-04,17.212,B200,39.27,-93.55,705
2016-08-04,17.532,C130,38.57,-92.06,770
2016-08-04,17.812,C130,39.2,-93.37,-9999
2016-08-04,18.837,C130,41.87,-98.64,-9999
2016-08-04,18.927,C130,42.09,-99.06,-9999
2016-08-04,19.172,C130,42.83,-100,3310
2016-08-04,19.232,B200,42.52,-99.9,1678
2016-08-04,19.287,C130,43.35,-100.03,-9999
2016-08-04,19.397,C130,43.86,-100.06,-9999
2016-08-04,19.697,C130,44.71,-100.1,2180
2016-08-04,20.007,B200,41.08,-97.25,1775
2016-08-04,20.467,C130,42.16,-99.27,1725
2016-08-04,20.802,C130,41.28,-97.47,1410
2016-08-05,17.352,B200,41.11,-97.05,1427
2016-08-05,17.927,C130,41.08,-97.82,1614
2016-08-05,18.162,B200,42.84,-99.69,-9999
2016-08-05,18.932,B200,44.27,-102.1,2887
2016-08-05,20.047,B200,46.82,-103.27,3136
2016-08-05,20.392,B200,47.41,-103.51,3386
2016-08-05,20.447,C130,49.05,-104.16,-9999
2016-08-05,20.672,B200,48.23,-103.69,3512
2016-08-05,21.052,B200,48.22,-101.73,-9999
2016-08-05,22.002,C130,41.7,-101.04,-9999
2016-08-05,22.052,B200,48.24,-101.53,2305
2016-08-05,22.662,C130,40.84,-97.05,1695
2016-08-05,23.357,B200,44.3,-102.15,3184
2016-08-05,23.527,B200,43.94,-101.57,3356
2016-08-05,23.737,B200,43.43,-100.73,3308
2016-08-05,23.922,B200,43.03,-100.08,2618
2016-08-05,24.187,B200,42.39,-99.05,2289
2016-08-05,24.382,B200,41.92,-98.34,1896
2016-08-05,24.807,B200,40.86,-96.97,1520
2016-08-08,16.237,C130,40.18,-96.59,770
2016-08-08,16.727,B200,40.57,-96.71,1223
2016-08-08,17.392,C130,35.71,-97.15,980
2016-08-08,17.997,C130,35.66,-98.32,908
2016-08-08,18.157,B200,35.96,-97.13,1250
2016-08-08,19.432,C130,41.58,-96.63,-9999
2016-08-08,19.952,B200,41.62,-96.63,910
2016-08-08,19.957,C130,41.6,-95.38,1317
2016-08-08,20.232,C130,41.31,-96.58,1290
2016-08-08,20.332,B200,40.95,-96.7,880
2016-08-09,16.582,C130,40.74,-96.62,925
2016-08-09,17.482,B200,40.71,-96.76,972
2016-08-09,17.657,C130,37.95,-91.58,1427
2016-08-09,17.992,B200,38.99,-96.56,1335
2016-08-09,18.827,C130,37.92,-96.88,1585
2016-08-09,19.252,B200,39.3,-91.99,1050
2016-08-09,19.407,B200,39.84,-92,908
2016-08-09,19.972,C130,40.9,-91.57,1207
2016-08-09,20.677,B200,40.23,-96.86,1441
2016-08-09,20.822,B200,40.69,-96.86,800
2016-08-10,16.597,C130,40.87,-96.58,1010
2016-08-10,17.662,C130,43.5,-91.15,1400
2016-08-10,18.907,C130,43.19,-97.56,1810
2016-08-10,20.127,C130,40.97,-91.19,940
2016-08-12,16.282,C130,40.42,-95.63,1112
2016-08-12,17.012,B200,40.79,-96.53,990
2016-08-12,17.432,C130,38.12,-89.8,-9999
2016-08-12,17.797,C130,39.13,-89.02,650
2016-08-12,17.817,B200,39.24,-93.08,-9999
2016-08-12,17.907,B200,39.05,-92.7,-9999
2016-08-12,18.292,C130,37.9,-90.23,1223
2016-08-12,18.677,B200,37.94,-90.29,1098
2016-08-12,18.957,B200,38.34,-91.34,767
2016-08-12,19.092,B200,38.57,-91.79,1096
2016-08-12,19.937,C130,42.06,-97.47,-9999
2016-08-12,20.247,C130,42.73,-97,1330
2016-08-12,20.437,C130,42.73,-96.96,-9999
2016-08-13,17.097,C130,40.99,-96.56,-9999
2016-08-13,17.487,C130,41.95,-94.49,1333
2016-08-13,17.552,C130,42.12,-94.24,1395
2016-08-13,18.017,B200,41.03,-96.85,1250
2016-08-13,18.097,C130,43.77,-92.58,1450
2016-08-13,18.562,B200,42.62,-97.63,1270
2016-08-13,19.197,C130,43.63,-97.94,-9999
2016-08-13,19.222,B200,43.09,-95.37,1505
2016-08-13,19.347,B200,43.11,-94.76,1440
2016-08-13,19.592,C130,42.13,-96.28,1270
2016-08-13,19.667,C130,41.98,-95.94,1630
2016-08-13,19.782,B200,42.96,-92.83,1615
2016-08-13,20.017,B200,42.23,-92.85,1411
2016-08-13,20.342,C130,41.51,-91.89,1144
2016-08-13,20.592,B200,42.22,-95.21,1380
2016-08-13,20.732,B200,42.2,-95.77,1441
2016-08-13,21.222,B200,41.95,-97.47,1850
2016-08-13,21.447,B200,41.19,-97.02,1646
2016-08-13,21.587,C130,41.3,-97.85,1804
2016-08-13,21.732,C130,40.94,-97.11,1490
2016-08-14,17.072,C130,41,-96.84,840
2016-08-14,17.407,C130,41.99,-97.45,1000
2016-08-14,17.982,B200,40.76,-96.77,-9999
2016-08-14,18.132,B200,40.22,-96.68,1128
2016-08-14,18.617,C130,42.12,-91.39,1450
2016-08-14,18.767,B200,39.9,-94.42,1363
2016-08-14,18.862,B200,39.9,-94.02,1112
2016-08-14,18.907,C130,41.33,-92.79,-9999
2016-08-14,19.372,B200,40.08,-92.24,1427
2016-08-14,19.632,B200,40.91,-92.48,1035
2016-08-14,19.912,C130,38.83,-96.86,1427
2016-08-14,20.362,B200,41.13,-95.39,1662
2016-08-14,20.457,B200,41.12,-95.78,1600
2016-08-14,20.757,B200,41.01,-96.89,1411
2016-08-14,20.837,B200,40.81,-96.8,830
2016-08-14,21.057,C130,39.14,-91.61,1310
2016-08-14,21.932,C130,40.73,-96.51,1489
2016-08-16,15.152,C130,40.7,-96.7,720
2016-08-16,15.242,B200,40.64,-96.65,750
2016-08-16,15.717,C130,38.21,-95.67,740
2016-08-16,15.827,C130,37.76,-95.51,650
2016-08-16,15.912,B200,38.1,-95.63,-9999
2016-08-16,16.007,B200,37.78,-95.51,-9999
2016-08-16,17.187,C130,33.85,-96.03,-9999
2016-08-16,17.192,B200,33.73,-94.75,785
2016-08-16,17.697,B200,33.8,-96.65,-9999
2016-08-16,17.822,C130,33.55,-92.25,-9999
2016-08-16,17.902,C130,33.51,-91.81,-9999
2016-08-16,18.057,C130,33.66,-91.95,-9999
2016-08-16,18.947,C130,32.35,-93.83,390
2016-08-16,19.282,B200,33.8,-96.47,1427
2016-08-16,20.157,B200,32.54,-93.78,450
2016-08-19,13.007,C130,32.33,-93.93,312
2016-08-19,13.342,C130,30.98,-94.09,-9999
2016-08-19,13.447,C130,30.58,-94.08,-9999
2016-08-19,13.972,C130,29.31,-92.78,-9999
2016-08-19,14.077,C130,29.31,-92.27,-9999
2016-08-19,14.082,B200,32.26,-93.99,250
2016-08-19,14.767,B200,29.95,-94.11,800
2016-08-19,14.887,C130,32.16,-91.05,-9999
2016-08-19,14.972,C130,32.29,-91.38,-9999
2016-08-19,15.367,B200,29.32,-92.59,650
2016-08-19,15.492,C130,32.43,-93.69,-9999
2016-08-19,15.512,B200,29.31,-92.06,450
2016-08-19,16.312,C130,30.61,-91.03,-9999
2016-08-19,16.727,B200,32.25,-91.27,500
2016-08-19,16.752,C130,29.64,-91.04,-9999
2016-08-19,16.822,B200,32.27,-91.6,-9999
2016-08-19,17.187,C130,31.74,-91.01,-9999
2016-08-19,17.307,C130,32.2,-91.11,-9999
2016-08-19,17.757,C130,32.52,-93.39,862
2016-08-20,14.777,B200,32.09,-93.83,200
2016-08-20,14.992,C130,32.32,-93.78,270
2016-08-20,15.462,B200,29.84,-93.88,660
2016-08-20,15.977,C130,29.34,-92.68,705
2016-08-20,16.377,C130,29.73,-93.69,770
2016-08-20,16.852,B200,33.19,-93.81,485
2016-08-20,17.842,B200,35.33,-94.2,270
2016-08-20,18.297,C130,37.35,-95.63,1285
2016-08-20,18.762,C130,38.24,-94.58,1333
2016-08-20,19.237,B200,35.47,-94.02,580
2016-08-20,19.657,B200,36.43,-94.93,-9999
2016-08-20,20.117,B200,37.36,-95.59,1678
2016-08-20,20.197,C130,32.78,-93.85,300
2016-08-20,21.307,B200,33.01,-93.86,440
2016-08-21,14.847,B200,32.58,-93.51,175
2016-08-21,14.942,C130,32.52,-93.8,312
2016-08-21,15.517,C130,30.26,-93.71,-9999
2016-08-21,15.812,B200,33.52,-89.26,650
2016-08-21,15.857,C130,29.33,-93,550
2016-08-21,16.322,B200,34.83,-88.94,-9999
2016-08-21,16.402,C130,30.39,-93.7,613
2016-08-21,16.472,B200,35.29,-88.98,735
2016-08-21,17.522,C130,35.69,-93.89,-9999
2016-08-21,17.992,C130,36.37,-93.85,1614
2016-08-21,18.107,B200,33.26,-90.81,670
2016-08-21,18.267,B200,32.77,-90.47,-9999
2016-08-21,18.317,C130,36.36,-93.88,1724
2016-08-21,18.472,B200,32.25,-90.11,450
2016-08-21,19.212,C130,36.2,-89.75,-9999
2016-08-21,20.387,B200,32.46,-90.2,895
2016-08-21,20.707,C130,32.72,-93.87,-9999
2016-08-21,20.797,B200,32.87,-91.56,870
2016-08-21,23.367,B200,32.43,-93.79,-9999
2016-08-22,16.067,C130,32.48,-93.73,200
2016-08-22,17.117,B200,32.42,-93.88,611
2016-08-22,17.227,C130,36.2,-89.68,1210
2016-08-22,17.802,B200,34.78,-94.69,480
2016-08-22,18.427,C130,36.15,-95.32,1700
2016-08-22,19.027,B200,35.09,-90.84,1239
2016-08-22,19.207,B200,34.52,-90.77,800
2016-08-22,19.587,C130,33.49,-89.49,800
2016-08-22,20.317,B200,33.92,-94.62,590
2016-08-22,20.732,B200,32.71,-93.94,800
2016-08-22,20.762,C130,33.52,-95.12,900
2016-08-22,21.137,C130,32.76,-94.1,450
2016-08-23,14.337,B200,31.99,-94.01,290
2016-08-23,14.792,B200,30.4,-94.01,400
2016-08-23,15.627,B200,28.72,-95.53,650
2016-08-23,16.147,B200,29.77,-93.98,730
2016-08-23,16.517,B200,31.03,-94.04,890
2016-08-23,16.892,B200,32.37,-93.99,300
2016-08-24,14.482,C130,32.33,-93.91,400
2016-08-24,15.097,B200,31.99,-94.01,500
2016-08-24,15.587,B200,30.36,-93.98,547
2016-08-24,16.472,B200,28.93,-95.79,590
2016-08-24,16.697,C130,32.24,-94.11,970
2016-08-24,16.952,B200,30.73,-96.28,-9999
2016-08-24,17.227,B200,31.76,-96.06,1018
2016-08-24,17.467,C130,29.36,-94.28,600
2016-08-24,17.847,B200,32.28,-94.07,-9999
2016-08-24,17.932,C130,28.65,-95.66,-9999
2016-08-24,18.982,C130,30.64,-93.99,400
2016-08-24,19.462,C130,30.79,-96.26,700
2016-08-24,19.822,C130,32.2,-95.84,1240
2016-08-24,20.142,C130,32.32,-94.2,1210
2016-08-27,15.342,C130,32.31,-93.77,310
2016-08-27,16.772,C130,33.52,-86.21,-9999
2016-08-27,17.472,C130,31.02,-86.04,1080
2016-08-27,17.647,B200,32.48,-93.59,580
2016-08-27,18.082,C130,33.55,-87.74,1480
2016-08-27,18.492,B200,33.36,-90.35,1200
2016-08-27,19.032,C130,30.73,-88.75,1240
2016-08-27,19.517,B200,31.44,-89.19,1210
2016-08-27,19.917,C130,33.63,-90.64,-9999
2016-08-27,19.987,B200,30.93,-90.04,1300
2016-08-27,20.382,C130,32.77,-93.05,500
2016-08-27,21.077,B200,33.24,-91.52,1170
2016-08-27,21.547,B200,32.6,-93.44,1190
2016-08-28,16.547,C130,32.45,-93.87,580
2016-08-28,17.192,C130,31.05,-91.31,808
2016-08-28,17.647,B200,30.93,-93.7,800
2016-08-28,17.872,B200,30.84,-92.92,990
2016-08-28,17.957,C130,34.11,-91.35,1001
2016-08-28,19.047,C130,31.57,-95.36,750
2016-08-28,19.662,C130,33.9,-95.39,1090
2016-08-28,20.077,C130,32.54,-94.24,550
2017-10-03,16.076,C130,37.936,-75.481,1135
2017-10-03,16.571,B200,37.17,-76.417,1110
2017-10-03,16.989,C130,38.643,-79.157,1520
2017-10-03,17.538,B200,39.122,-79.799,1410
2017-10-03,18.412,B200,37.588,-82.556,1615
2017-10-03,18.513,B200,37.559,-82.474,1535
2017-10-03,18.684,C130,39.995,-80.16,1360
2017-10-03,19.195,B200,38.768,-80.446,1385
2017-10-03,20.177,B200,37.335,-76.885,1075
2017-10-03,20.964,C130,37.747,-76.564,995
2017-10-04,15.996,C130,37.958,-75.508,785
2017-10-04,16.812,C130,39.443,-77.827,820
2017-10-04,17.734,C130,42.001,-78.53,1880
2017-10-04,18.263,C130,40.543,-76.961,995
2017-10-04,18.409,C130,40.064,-76.463,1045
2017-10-04,18.553,C130,39.592,-75.938,890
2017-10-04,19.292,B200,37.1,-76.433,1015
2017-10-04,19.323,C130,41.858,-76.514,1335
2017-10-04,19.783,C130,41.351,-76.423,1275
2017-10-04,19.884,B200,38.441,-78.36,1395
2017-10-04,20.542,C130,38.494,-75.569,580
2017-10-04,21.756,B200,39.2,-78.862,1360
2017-10-04,22.52,B200,37.187,-76.621,300
2017-10-05,17.313,B200,37.036,-76.499,1250
2017-10-05,17.552,C130,37.901,-75.583,830
2017-10-05,19.001,B200,42.113,-78.076,1415
2017-10-05,19.034,C130,42.161,-78.069,870
2017-10-05,19.541,C130,42.898,-78.034,1230
2017-10-05,20.488,B200,38.036,-78.177,1680
2017-10-05,20.839,B200,37.35,-76.861,950
2017-10-05,20.869,C130,38.102,-78.196,1715
2017-10-05,20.984,C130,38.106,-78.301,1690
2017-10-05,21.373,C130,37.643,-76.129,890
2017-10-08,14.299,C130,37.944,-75.584,500
2017-10-08,14.892,B200,37.047,-76.479,675
2017-10-08,15.671,C130,40.801,-80.586,1090
2017-10-08,16.535,B200,40.782,-80.869,1015
2017-10-08,16.638,C130,41.651,-85.041,980
2017-10-08,17.621,C130,40.822,-80.21,1195
2017-10-08,17.712,C130,40.75,-79.698,1405
2017-10-08,18.541,C130,37.869,-76.937,920
2017-10-10,15.569,C130,37.926,-75.59,850
2017-10-10,16.035,B200,37.049,-76.456,456
2017-10-10,17.048,C130,39.753,-82.014,1185
2017-10-10,17.621,B200,39.909,-82.102,1024
2017-10-10,18.12,C130,42.882,-85.107,870
2017-10-10,20.444,C130,37.735,-75.895,360
2017-10-11,16.013,C130,37.946,-75.627,450
2017-10-11,16.746,B200,37.051,-76.49,350
2017-10-11,17.724,B200,40.471,-75.778,1250
2017-10-11,17.728,C130,37.746,-78.483,710
2017-10-11,19.052,C130,37.584,-84.821,960
2017-10-11,19.437,B200,37.682,-79.032,900
2017-10-11,19.96,B200,37.349,-76.979,550
2017-10-11,20.495,C130,37.786,-77.043,460
2017-10-14,15.944,C130,37.912,-75.637,450
2017-10-14,16.502,C130,38.498,-78.021,1150
2017-10-14,16.678,B200,37.113,-76.328,520
2017-10-14,17.187,B200,37.303,-78.517,815
2017-10-14,17.334,C130,39.646,-81.857,1220
2017-10-14,18.258,C130,40.348,-77.53,855
2017-10-14,18.326,B200,37.572,-82.81,1685
2017-10-14,18.452,B200,37.934,-82.695,1380
2017-10-14,19.023,C130,41.056,-80.94,1360
2017-10-14,19.716,B200,38.062,-78.976,1895
2017-10-14,20.312,B200,37.157,-77.005,350
2017-10-14,20.334,C130,38.659,-75.532,650
2017-10-18,17.028,C130,40.764,-96.823,785
2017-10-18,17.958,B200,40.858,-96.879,810
2017-10-18,18.128,C130,45.365,-97.123,1275
2017-10-18,18.383,B200,41.274,-98.561,1445
2017-10-18,20.241,B200,39.377,-92.647,1145
2017-10-18,20.331,C130,40.918,-88.559,1450
2017-10-18,21.02,B200,40.221,-95.412,1245
2017-10-18,21.187,B200,40.389,-95.777,1275
2017-10-18,21.603,B200,40.706,-96.312,1505
2017-10-18,22.527,C130,40.78,-95.884,1980
2017-10-20,16.155,C130,40.8,-96.69,850
2017-10-20,16.344,B200,40.64,-96.506,915
2017-10-20,16.841,B200,40.682,-96.528,860
2017-10-20,16.894,C130,40.673,-96.729,1150
2017-10-20,17.335,C130,40.779,-96.538,1280
2017-10-20,17.845,B200,40.834,-96.591,1085
2017-10-20,17.98,C130,43.771,-97.779,1370
2017-10-20,18.396,B200,40.827,-93.771,1095
2017-10-20,18.545,B200,40.812,-93.148,1360
2017-10-20,18.86,C130,43.721,-93.593,1325
2017-10-20,18.958,B200,40.735,-90.978,980
2017-10-20,19.016,C130,43.698,-92.687,1315
2017-10-20,19.624,C130,43.57,-89.433,940
2017-10-20,20.458,C130,43.711,-93.113,1460
2017-10-20,20.549,C130,43.625,-93.482,1450
2017-10-20,21.144,C130,41.236,-93.19,1250
2017-10-20,21.28,C130,40.822,-93.306,1385
2017-10-20,21.81,C130,40.879,-96.164,1990
2017-10-21,16.069,C130,40.758,-96.726,945
2017-10-21,16.339,C130,40.537,-95.153,1165
2017-10-21,16.459,B200,40.787,-96.511,2055
2017-10-21,16.474,C130,40.441,-94.484,1105
2017-10-21,17.162,B200,40.201,-92.847,1270
2017-10-21,18.32,C130,41.009,-99.541,1495
2017-10-21,20.033,B200,40.908,-97.462,1235
2017-10-21,20.383,C130,40.996,-97.786,1350
2017-10-22,13.813,B200,40.829,-96.883,805
2017-10-22,15.852,B200,35.418,-98.837,890
2017-10-22,16.255,C130,40.749,-96.803,650
2017-10-22,18.101,C130,35.49,-98.594,1250
2017-10-22,18.191,C130,35.492,-98.665,1310
2017-10-22,18.81,B200,37.319,-99.291,920
2017-10-22,19.863,B200,38.128,-99.676,1015
2017-10-22,21.13,C130,39.114,-100.141,2310
2017-10-22,21.291,C130,39.381,-100.347,2260
2017-10-22,22.428,C130,40.86,-97.204,2215
2017-10-24,16.334,C130,40.942,-96.775,1670
2017-10-24,17.017,C130,42.455,-99.165,1750
2017-10-24,17.642,C130,43.68,-96.953,1460
2017-10-24,17.796,C130,43.927,-96.204,1790
2017-10-24,18.264,C130,44.453,-93.927,1500
2017-10-24,18.798,B200,40.912,-96.845,1315
2017-10-24,18.963,C130,41.499,-96.277,2280
2017-10-24,19.023,B200,41.236,-97.553,1820
2017-10-24,20.416,B200,43.12,-93.425,1680
2017-10-24,21.241,B200,41.079,-96.295,1890
2017-10-26,16.762,B200,40.888,-96.689,1450
2017-10-26,17.353,C130,40.915,-96.683,1540
2017-10-26,19.024,C130,41.317,-95.293,1670
2017-10-26,20.802,C130,44.057,-98.664,1850
2017-10-26,21.424,C130,41.251,-96.899,1885
2017-10-27,13.885,B200,40.879,-96.936,1450
2017-10-27,16.005,B200,35.465,-99.546,1480
2017-10-27,16.424,C130,40.908,-96.843,2250
2017-10-27,18.203,C130,35.388,-99.49,1850
2017-10-27,18.421,C130,35.443,-99.502,1915
2017-10-27,19.524,B200,38.355,-100.36,1850
2017-10-27,20.177,B200,38.33,-100.348,1950
2017-10-27,21.17,C130,40.554,-101.012,2505
2017-10-27,21.323,C130,40.512,-101.115,2560
2017-10-27,21.871,C130,40.735,-97.642,1675
2017-10-30,16.016,C130,40.785,-96.646,1722
2017-10-30,16.398,B200,40.837,-96.701,2235
2017-10-30,16.974,B200,38.533,-95.749,1980
2017-10-30,17.601,B200,39.351,-92.466,1010
2017-10-30,19.777,C130,32.948,-94.01,1495
2017-11-02,17.33,B200,32.373,-93.838,1370
2017-11-02,17.571,C130,32.381,-93.725,1325
2017-11-02,18.159,C130,32.834,-90.466,680
2017-11-02,18.627,B200,29.669,-92.471,570
2017-11-02,19.58,C130,33.913,-94.204,1450
2017-11-02,19.677,C130,34.065,-94.612,1460
2017-11-02,20.316,B200,30.5,-96.875,1055
2017-11-02,21.124,B200,32.276,-94.086,1225
2017-11-02,22.753,C130,32.809,-94.262,1450
2017-11-03,17.003,C130,32.402,-93.718,665
2017-11-03,17.433,C130,34.264,-93.453,985
2017-11-03,17.52,B200,32.441,-93.903,756
2017-11-03,17.887,B200,33.082,-95.089,1610
2017-11-03,18.063,C130,36.879,-93.722,910
2017-11-03,18.762,B200,34.822,-97.598,1030
2017-11-05,17.355,C130,32.364,-93.788,1350
2017-11-05,17.72,C130,30.857,-94.118,1610
2017-11-05,17.996,B200,32.367,-93.874,1077
2017-11-05,18.17,C130,30.458,-92.421,1910
2017-11-05,18.27,C130,30.563,-91.969,2040
2017-11-05,18.677,B200,29.875,-93.484,735
2017-11-05,18.867,C130,30.676,-89.179,1575
2017-11-05,19.506,B200,29.151,-90.88,715
2017-11-05,19.623,B200,29.081,-90.468,530
2017-11-05,19.981,B200,29.533,-89.535,630
2017-11-05,20.06,C130,33.569,-88.851,850
2017-11-05,20.553,B200,31.512,-89.377,1050
2017-11-05,20.937,C130,33.685,-92.398,1025
2017-11-05,20.999,C130,33.707,-92.635,1050
2017-11-05,21.183,B200,31.879,-91.267,985
2017-11-05,21.302,B200,31.875,-91.651,1095
2017-11-05,21.552,C130,33.844,-95.228,1550
2017-11-05,22.113,C130,32.577,-93.484,1630
2017-11-06,18.155,C130,32.354,-93.759,1215
2017-11-06,18.341,C130,31.7,-93.948,1050
2017-11-06,18.408,B200,32.366,-93.877,1070
2017-11-06,18.71,C130,30.347,-93.948,1550
2017-11-06,19.276,B200,29.493,-93.894,1035
2017-11-06,19.958,B200,29.353,-92.15,675
2017-11-06,20.299,B200,29.461,-93.282,580
2017-11-06,20.783,C130,29.288,-91.978,1250
2017-11-06,20.927,B200,29.359,-92.244,1230
2017-11-06,21.441,C130,31.42,-91.166,1450
2017-11-06,21.458,B200,30.893,-91.38,1215
2017-11-06,22.088,C130,32.087,-93.912,1560
2017-11-09,15.123,B200,32.364,-93.945,550
2017-11-09,16.314,C130,32.487,-93.92,650
2017-11-09,17.359,B200,38.16,-97.092,880
2017-11-09,17.985,C130,38.109,-96.921,930
2017-11-09,18.119,C130,38.305,-96.973,1015
2017-11-09,19.066,B200,36.677,-96.319,1225
2017-11-09,19.613,B200,36.686,-96.323,1385
2017-11-09,20.237,C130,32.712,-94.767,1115
2017-11-09,20.383,C130,32.672,-94.91,1235
2017-11-09,20.835,C130,32.258,-93.813,1150
